# Heading wx, wy
0, 3.67758581, 22.11414226
0, -0.24759013, -1.48881455
0, 0.1298528, 0.78083378
0, 0.01085135, 0.06525158
0, -0.08294645, -0.49877547
0, -0.01302298, -0.0783101
0, -1.24168891, -7.46655188
0, -0.00667179, -0.04011893
0, 0.01237662, 0.07442338
0, -0.71744386, -4.31414967
0, -0.00317196, -0.0190737
0, -0.35859625, -2.15631907
0, 0.11662789, 0.70130948
0, -0.03065728, -0.18434906
0, 0.0312806, 0.18809723
0, 0.32114841, 1.93113688
0, -0.02890997, -0.17384207
0, 0.06930207, 0.4167288
90, 2.85848774, 17.18872316
90, 0.64015254, 3.84937976
90, 0.01749098, 0.10517715
90, -0.00275803, -0.01658467
90, 0.54796493, 3.29503514
90, 0.13069665, 0.78590806
90, -0.05777045, -0.3473866
90, -3.73652608, -22.46856318
90, -0.01203658, -0.07237862
90, 0.17726172, 1.06591416
90, -0.01442133, -0.08671869
90, 0.14701799, 0.8840519
90, -0.10433378, -0.62738226
90, 0.00181922, 0.01093939
90, 0.00026431, 0.00158937
90, -0.03714949, -0.22338813
90, -0.02094311, -0.12593556
90, -0.00861348, -0.0517948
180, 8.43328933, 50.7112463
180, 0.00813253, 0.04890271
180, 0.04168308, 0.25064962
180, 0.0649048, 0.390287
180, 0.09743839, 0.58591875
180, 0.28010636, 1.68434191
180, -0.02355796, -0.14165928
180, -11.10927655, -66.8025532
180, -0.0928818, -0.55851895
180, 1.79172921, 10.77406666
180, -0.05686408, -0.3419364
180, -1.31702498, -7.91956444
180, -0.01001969, -0.06025063
180, 0.00058804, 0.00353604
180, -0.00108993, -0.00655401
180, 0.25678635, 1.54411349
180, 0.09129015, 0.54894798
180, 0.03450363, 0.20747803
270, 1.35837115, 8.16818817
270, 0.58251784, 3.50280948
270, -0.03035719, -0.18254455
270, -0.05997504, -0.36064327
270, 0.32643229, 1.96291002
270, 0.03071212, 0.18467879
270, -0.28780287, -1.73062272
270, 0.02519451, 0.15150018
270, 0.22567234, 1.357018
270, -0.79252748, -4.7656442
270, -0.00096404, -0.005797
270, 1.11787893, 6.7220549
270, -0.19733919, -1.1866445
270, -0.13647032, -0.82062645
270, 0.04564618, 0.27448064
270, 0.00681395, 0.04097378
270, 0.03557016, 0.21389131
270, 0.01945162, 0.11696689
